===== Pretest calibration commands =====
n -> neutral pose capture
f -> flex straight capture
b -> flex bent capture
1 -> select HALF_RAISED action
2 -> select PICKING action
s -> start trial
e -> end trial
a -> accept last ended trial
r -> reject last ended trial
h -> help
NEUTRAL_START
DATA,60947,TRIAL,1,HALF_RAISED,-0.098,0.278,-0.958,40.603,-57.504,-18.229,0.624,-0.445,-0.436,1.168,34.794,-41.427,160.55,158.62,1594,125.1,0,0
DATA,60999,TRIAL,1,HALF_RAISED,-0.179,0.197,-0.974,24.611,-44.038,-32.069,0.769,-0.449,-0.380,10.366,31.664,-34.160,163.73,160.71,1584,121.3,0,0
DATA,61051,TRIAL,1,HALF_RAISED,-0.203,0.144,-0.944,15.550,-46.168,-26.527,0.779,-0.427,-0.371,11.840,21.160,-31.000,166.71,162.48,1578,119.0,0,0
DATA,61103,TRIAL,1,HALF_RAISED,-0.286,0.090,-0.979,3.794,-32.626,-25.084,0.824,-0.365,-0.377,3.878,14.893,-35.122,169.04,164.01,1569,115.5,0,0
DATA,61155,TRIAL,1,HALF_RAISED,-0.286,0.101,-0.962,-0.198,-29.733,-20.710,0.810,-0.360,-0.353,11.374,12.977,-17.420,170.24,165.21,1568,115.1,0,0
DATA,61207,TRIAL,1,HALF_RAISED,-0.313,0.089,-0.931,-7.313,-20.748,-13.351,0.805,-0.360,-0.342,16.198,8.115,-14.489,171.32,165.97,1560,112.1,0,0
DATA,61259,TRIAL,1,HALF_RAISED,-0.337,0.083,-0.948,-2.771,-17.313,-7.084,0.605,-0.448,-0.533,8.061,20.191,-7.481,172.28,166.62,1557,110.9,0,0
DATA,61311,TRIAL,1,HALF_RAISED,-0.344,0.090,-0.917,-1.015,-7.298,-10.053,0.817,-0.356,-0.313,2.916,-0.672,-6.802,172.74,167.12,1551,108.6,0,0
DATA,61363,TRIAL,1,HALF_RAISED,-0.365,0.116,-0.929,-1.794,-1.649,-3.611,0.839,-0.370,-0.317,-1.443,-0.153,-3.450,173.34,167.08,1542,105.2,0,0
DATA,61415,TRIAL,1,HALF_RAISED,-0.381,0.098,-0.958,-6.145,-0.382,-0.626,0.872,-0.381,-0.333,0.702,-4.313,2.405,173.96,166.97,1535,102.5,0,0
DATA,61467,TRIAL,1,HALF_RAISED,-0.378,0.127,-0.967,-10.397,2.344,3.954,0.873,-0.401,-0.349,1.725,-5.237,9.069,173.71,165.99,1535,102.5,0,0
DATA,61519,TRIAL,1,HALF_RAISED,-0.360,0.134,-0.962,-12.763,5.130,7.794,0.847,-0.413,-0.353,2.710,-5.366,11.397,172.81,165.02,1542,105.2,0,0
DATA,61571,TRIAL,1,HALF_RAISED,-0.342,0.155,-0.958,-13.000,4.763,8.427,0.826,-0.433,-0.361,2.229,-4.382,12.748,172.09,163.79,1556,110.5,0,0
DATA,61623,TRIAL,1,HALF_RAISED,-0.340,0.171,-0.940,-10.947,2.206,6.359,0.811,-0.438,-0.357,2.252,-1.634,9.588,171.79,162.70,1556,110.5,0,0
DATA,61675,TRIAL,1,HALF_RAISED,-0.323,0.177,-0.942,-7.954,0.031,7.237,0.798,-0.445,-0.353,-0.908,0.122,8.763,171.21,162.14,1562,112.8,0,0
DATA,61727,TRIAL,1,HALF_RAISED,-0.337,0.178,-0.954,-8.122,1.313,6.649,0.809,-0.450,-0.353,-0.458,-0.954,8.725,171.27,162.15,1560,112.1,0,0
DATA,61779,TRIAL,1,HALF_RAISED,-0.338,0.178,-0.942,-7.832,1.252,5.565,0.810,-0.449,-0.352,-0.863,-1.351,8.580,171.54,162.11,1563,113.2,0,0
